X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,
,1/3/24 18:26,12/31/23,CIM,Chimera Investment Corp,Yarlagadda Choudhary,"Pres COO, Co-CIO",A - Grant,$0.00 ,"35,210","2,375,606",2%,$0 ,,,,,
,1/3/24 18:24,1/2/24,GLPI,"Gaming & Leisure Properties, Inc.",Demchyk Matthew,"SVP, Chief Investment Officer",A - Grant,$0.00 ,"85,766","87,717",>999%,$0 ,,,,,
,1/3/24 18:23,1/2/24,GLPI,"Gaming & Leisure Properties, Inc.",Ladany Steven,SVP Chief Development Officer,A - Grant,$0.00 ,"71,613","104,662",217%,$0 ,,,,,
,1/3/24 18:22,1/2/24,GLPI,"Gaming & Leisure Properties, Inc.",Moore Brandon John,"COO, GC, Sec",A - Grant,$0.00 ,"104,561","284,357",58%,$0 ,,,,,
,1/3/24 18:05,12/31/23,CIM,Chimera Investment Corp,Kardis Phillip John II,CEO,A - Grant,$0.00 ,"29,342","596,369",5%,$0 ,,,,,
,1/3/24 17:38,1/1/24,PEB,Pebblebrook Hotel Trust,Miller Phillip M.,Dir,A - Grant,$15.69 ,"4,941","16,598",42%,"$77,524 ",,,,,
,1/3/24 17:38,1/1/24,PEB,Pebblebrook Hotel Trust,Simi Bonny W,Dir,A - Grant,$15.69 ,"5,260","22,268",31%,"$82,529 ",,,,,
,1/3/24 17:37,1/1/24,PEB,Pebblebrook Hotel Trust,Jackson Ron E.,Dir,A - Grant,$15.69 ,"10,838","84,473",15%,"$170,048 ",,,,,
,1/3/24 17:37,1/1/24,PEB,Pebblebrook Hotel Trust,Donnell Cydney,Dir,A - Grant,$15.69 ,"9,882","75,576",15%,"$155,049 ",,,,,
,1/3/24 17:37,1/1/24,PEB,Pebblebrook Hotel Trust,Webb Earl E,Dir,A - Grant,$15.69 ,"6,694","43,082",18%,"$105,029 ",,,,,
,1/3/24 17:36,1/1/24,PEB,Pebblebrook Hotel Trust,Schall Michael J,Dir,A - Grant,$15.69 ,"9,882","87,800",13%,"$155,049 ",,,,,
,1/3/24 17:30,1/1/24,CIM,Chimera Investment Corp,Kortman Kelley,Principal Accounting Officer,A - Grant,$0.00 ,"29,299","74,959",64%,$0 ,,,,,
D,1/3/24 17:30,12/29/23,SBAC,Sba Communications Corp,Silberstein Jason V,EVP - Site Leasing,G - Gift,$0.00 ,-400,"29,508",-1%,$0 ,,,,,
,1/3/24 17:21,12/29/23,ARE,"Alexandria Real Estate Equities, Inc.",Woronoff Michael A,Dir,A - Grant,$0.00 ,335,"14,203",2%,$0 ,,,,,
,1/3/24 17:19,12/29/23,ARE,"Alexandria Real Estate Equities, Inc.",Hash Steve,Dir,A - Grant,$0.00 ,217,"18,813",1%,$0 ,,,,,
,1/3/24 17:07,12/31/23,WSR,Whitestone Reit,Siv Soklin,VP of HR,A - Grant,$0.00 ,"20,000","62,997",47%,$0 ,,,,,
,1/3/24 17:07,12/31/23,WSR,Whitestone Reit,Hogan John Scott,CFO,A - Grant,$0.00 ,"48,000","174,797",38%,$0 ,,,,,
,1/3/24 17:06,12/31/23,WSR,Whitestone Reit,Tropoli Peter,"GC, Secretary",A - Grant,$0.00 ,"52,000","122,577",74%,$0 ,,,,,
,1/3/24 17:04,12/31/23,WSR,Whitestone Reit,Mastandrea Christine J,COO,A - Grant,$0.00 ,"60,000","369,814",19%,$0 ,,,,,
,1/3/24 17:02,12/29/23,WELL,Welltower Inc.,Lopez Dennis G,Dir,A - Grant,$0.00 ,11,"9,690",0%,$0 ,,,,,
,1/3/24 17:02,12/31/23,WSR,Whitestone Reit,Holeman David K,CEO,A - Grant,$0.00 ,"120,000","700,699",21%,$0 ,,,,,
,1/3/24 16:52,12/29/23,HHH,Howard Hughes Holdings Inc.,Nikodemus Anton D.,"CEO, Seaport Entertainment",A - Grant,$0.00 ,"28,045","28,045",New,$0 ,,,,,
,1/3/24 16:51,1/2/24,VICI,Vici Properties Inc.,Rumbolz Michael D,Dir,A - Grant,$0.00 ,159,"74,526",0%,$0 ,,,,,
,1/3/24 16:50,1/2/24,VICI,Vici Properties Inc.,Macnab Craig,Dir,A - Grant,$0.00 ,357,"57,411",1%,$0 ,,,,,
,1/3/24 16:50,1/2/24,VICI,Vici Properties Inc.,Holland Elizabeth I,Dir,A - Grant,$0.00 ,191,"43,277",0%,$0 ,,,,,
,1/3/24 16:49,1/2/24,VICI,Vici Properties Inc.,Douglas Monica Howard,Dir,A - Grant,$0.00 ,48,"25,855",0%,$0 ,,,,,
,1/3/24 16:49,1/2/24,VICI,Vici Properties Inc.,Cantor Diana F,Dir,A - Grant,$0.00 ,397,"41,419",1%,$0 ,,,,,
,1/3/24 16:49,1/2/24,VICI,Vici Properties Inc.,Abrahamson James R,Dir,A - Grant,$0.00 ,476,"143,742",0%,$0 ,,,,,
,1/3/24 16:43,1/2/24,ARR,"Armour Residential Reit, Inc.",Paperin Stewart J,Dir,A - Grant,$19.32 ,854,"20,830",4%,"$16,499 ",,,,,
,1/3/24 16:41,1/2/24,ARR,"Armour Residential Reit, Inc.",Downey Carolyn,Dir,A - Grant,$19.32 ,854,"15,966",6%,"$16,499 ",,,,,
,1/3/24 16:32,12/29/23,ELME,Elme Communities,Butcher Benjamin S,Dir,A - Grant,$0.00 ,"1,798","67,889",3%,$0 ,,,,,
D,1/3/24 16:30,1/1/24,CUBE,Cubesmart,Denarie Matthew D,Chief Accounting Officer,A - Grant,$25.06 ,"4,306","17,949",32%,"$107,903 ",,,,,
,1/3/24 16:30,12/29/23,ELME,Elme Communities,Banner Jennifer S,Dir,A - Grant,$0.00 ,942,"14,828",7%,$0 ,,,,,
D,1/3/24 16:30,1/1/24,CUBE,Cubesmart,Schulte Jennifer,CHRO,A - Grant,$24.44 ,"6,465","10,847",148%,"$158,007 ",,,,,
D,1/3/24 16:30,1/1/24,CUBE,Cubesmart,Marr Christopher P,CEO,A - Grant,$29.60 ,"99,524","834,249",14%,"$2,946,284 ",,,,,
D,1/3/24 16:30,1/1/24,CUBE,Cubesmart,Foster Jeffrey P,"CLO, Secretary",A - Grant,$26.37 ,"13,348","182,460",8%,"$352,028 ",,,,,
D,1/3/24 16:30,1/1/24,CUBE,Cubesmart,Keaton Joel D,COO,A - Grant,$24.04 ,"17,932","87,663",26%,"$431,148 ",,,,,
D,1/3/24 16:30,1/1/24,CUBE,Cubesmart,Martin Timothy M,CFO,A - Grant,$26.36 ,"28,351","312,451",10%,"$747,394 ",,,,,
,1/3/24 16:29,12/29/23,RITM,Rithm Capital Corp.,Sloves Andrew,Dir,A - Grant,$0.00 ,"12,178","197,755",7%,$0 ,,,,,
,1/3/24 16:11,1/1/24,ROIC,Retail Opportunity Investments Corp,Pitts Adrienne Banks,Dir,A - Grant,$0.00 ,"7,127","19,194",59%,$0 ,,,,,
,1/3/24 16:10,1/1/24,ROIC,Retail Opportunity Investments Corp,Zorn Eric S,Dir,A - Grant,$0.00 ,"7,127","90,296",9%,$0 ,,,,,
,1/3/24 16:10,1/1/24,ROIC,Retail Opportunity Investments Corp,Ho Angela K,Dir,A - Grant,$0.00 ,"7,127","26,350",37%,$0 ,,,,,
,1/3/24 16:08,1/1/24,ROIC,Retail Opportunity Investments Corp,Jenkins Zabrina,Dir,A - Grant,$0.00 ,"7,127","19,194",59%,$0 ,,,,,
,1/3/24 16:08,1/1/24,ROIC,Retail Opportunity Investments Corp,Indiveri Michael J.,Dir,A - Grant,$0.00 ,"7,127","103,084",7%,$0 ,,,,,
D,1/3/24 16:08,12/6/23,ROIC,Retail Opportunity Investments Corp,Tanz Stuart A,CEO,A - Grant,$0.00 ,"81,167","143,833",130%,$0 ,,,,,
,1/3/24 16:07,1/1/24,ROIC,Retail Opportunity Investments Corp,Neibart Lee S,Dir,A - Grant,$0.00 ,"7,127","137,034",5%,$0 ,,,,,
,1/3/24 16:04,1/1/24,VHC,Virnetx Holding Corp,McBride Darl C,COO,A - Grant,$0.00 ,"6,000","7,969",305%,$0 ,,,,,
,1/3/24 16:04,1/1/24,TPL,Texas Pacific Land Corp,Woung-Chapman Marguerite,Dir,A - Grant,$0.00 ,80,91,727%,$0 ,,,,,
,1/3/24 16:03,1/1/24,TPL,Texas Pacific Land Corp,Roosa Robert M.,Dir,A - Grant,$0.00 ,80,91,727%,$0 ,,,,,
,1/3/24 16:02,1/1/24,TPL,Texas Pacific Land Corp,Oliver Eric L,Dir,A - Grant,$0.00 ,80,"133,419",0%,$0 ,,,,,
,1/3/24 16:01,1/1/24,TPL,Texas Pacific Land Corp,Kurz Karl F,Dir,A - Grant,$0.00 ,80,186,75%,$0 ,,,,,
,1/3/24 16:01,1/1/24,TPL,Texas Pacific Land Corp,Epps Donna E,Dir,A - Grant,$0.00 ,80,219,58%,$0 ,,,,,
,1/3/24 16:01,1/1/24,TPL,Texas Pacific Land Corp,Duganier Barbara J,Dir,A - Grant,$0.00 ,80,219,58%,$0 ,,,,,
,1/3/24 16:00,1/1/24,TPL,Texas Pacific Land Corp,Cook Donald G,Dir,A - Grant,$0.00 ,80,234,52%,$0 ,,,,,
,1/3/24 16:00,1/1/24,TPL,Texas Pacific Land Corp,Best Rhys J,Dir,A - Grant,$0.00 ,80,261,44%,$0 ,,,,,
,1/3/24 15:52,1/3/24,LXP,Lxp Industrial Trust,Noe Nancy Elizabeth,Dir,A - Grant,$8.74 ,"3,434","33,356",11%,"$29,996 ",,,,,
,1/3/24 15:51,1/3/24,LXP,Lxp Industrial Trust,Gray Lawrence L,Dir,A - Grant,$8.74 ,"3,434","96,801",4%,"$29,996 ",,,,,
,1/3/24 15:50,1/3/24,LXP,Lxp Industrial Trust,Johnson Derrick L,Dir,A - Grant,$8.74 ,"3,434","22,325",18%,"$29,996 ",,,,,
,1/3/24 15:45,1/3/24,LXP,Lxp Industrial Trust,Roth Howard Stewart,Dir,A - Grant,$8.74 ,"3,434","80,550",4%,"$29,996 ",,,,,
,1/3/24 15:45,1/3/24,LXP,Lxp Industrial Trust,Koeneman Claire A,Dir,A - Grant,$8.74 ,"3,434","101,621",3%,"$29,996 ",,,,,
,1/3/24 15:44,1/3/24,LXP,Lxp Industrial Trust,Handwerker Jamie,Dir,A - Grant,$8.74 ,"3,434","94,680",4%,"$29,996 ",,,,,
,1/3/24 15:42,1/3/24,LXP,Lxp Industrial Trust,Gupta Arun,Dir,A - Grant,$8.74 ,"3,434","47,174",8%,"$29,996 ",,,,,
,1/3/24 14:38,1/2/24,EPR,Epr Properties,Peterson Mark Alan,"EVP, CFO",G - Gift,$0.00 ,"-38,240","178,169",27%,$0 ,,,,,
,1/3/24 13:56,1/1/24,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,A - Grant,$0.00 ,80,"362,281",0%,$0 ,,,,,
,1/3/24 8:49,1/2/24,GLPI,"Gaming & Leisure Properties, Inc.",Shanks Earl C,Dir,A - Grant,$0.00 ,"4,053","88,630",5%,$0 ,,,,,
,1/3/24 8:44,1/2/24,FRT,Federal Realty Investment Trust,Faeder David W,Dir,A - Grant,$0.00 ,873,"25,642",4%,$0 ,,,,,
,1/3/24 8:43,1/2/24,FRT,Federal Realty Investment Trust,Holland Elizabeth I,Dir,A - Grant,$0.00 ,"1,164","7,316",19%,$0 ,,,,,
,1/3/24 8:43,1/2/24,FRT,Federal Realty Investment Trust,Steinel Gail P,Dir,A - Grant,$0.00 ,"1,164","15,606",8%,$0 ,,,,,
,1/3/24 8:42,1/2/24,FRT,Federal Realty Investment Trust,McEachin Thomas,Dir,A - Grant,$0.00 ,"1,164","1,463",389%,$0 ,,,,,
,1/3/24 8:41,1/2/24,FRT,Federal Realty Investment Trust,Lamb-Hale Nicole,Dir,A - Grant,$0.00 ,"1,164","3,702",46%,$0 ,,,,,
,1/3/24 8:40,1/2/24,FRT,Federal Realty Investment Trust,Nader Anthony P III,Dir,A - Grant,$0.00 ,"1,164","3,702",46%,$0 ,,,,,
,1/2/24 20:53,1/2/24,GLPI,"Gaming & Leisure Properties, Inc.",Schwartz Barry F,Dir,A - Grant,$0.00 ,"4,053","59,376",7%,$0 ,,,,,
,1/2/24 18:28,1/2/24,GLPI,"Gaming & Leisure Properties, Inc.",Perry James,Dir,A - Grant,$0.00 ,"4,053","35,994",13%,$0 ,,,,,
,1/2/24 18:27,1/2/24,GLPI,"Gaming & Leisure Properties, Inc.",Marshall Joseph W III,Dir,A - Grant,$0.00 ,"7,498","76,629",11%,$0 ,,,,,
,1/2/24 18:23,1/2/24,GLPI,"Gaming & Leisure Properties, Inc.",Lynton Carol,Dir,A - Grant,$0.00 ,"4,053","22,643",22%,$0 ,,,,,
,1/2/24 18:00,12/29/23,SAFE,Safehold Inc.,Sugarman Jay,"COB, CEO",G - Gift,$0.00 ,"-200,000","2,124,250",10%,$0 ,,,,,
,1/2/24 17:57,1/2/24,EPR,Epr Properties,Zimmerman Gregory E,EVP - CIO,G - Gift,$0.00 ,"-28,548","63,736",81%,$0 ,,,,,
,1/2/24 17:38,1/2/24,KIM,Kimco Realty Corp,Cooper Ross,Pres,A - Grant,$0.00 ,929,"541,586",0%,$0 ,,,,,
,1/2/24 17:26,1/2/24,EPR,Epr Properties,Grace Elizabeth,"SVP - HR, Admin",G - Gift,$0.00 ,"-12,362","28,078",79%,$0 ,,,,,
,1/2/24 17:10,1/2/24,EPR,Epr Properties,Evans Craig L.,Dir,G - Gift,$0.00 ,"-30,880","86,682",55%,$0 ,,,,,
,1/2/24 16:03,12/28/23,SBRA,"Sabra Health Care Reit, Inc.",Nevo-Hacohen Talya,"EVP, CIO, Treasurer",A - Grant,$0.00 ,"41,678","712,913",6%,$0 ,,,,,
,1/2/24 16:01,12/28/23,SBRA,"Sabra Health Care Reit, Inc.",Costa Michael Lourenco,"EVP, CFO, Secretary",A - Grant,$0.00 ,"36,468","222,383",20%,$0 ,,,,,
,1/2/24 16:00,12/28/23,SBRA,"Sabra Health Care Reit, Inc.",Matros Richard K,"Chair, CEO, Pres",A - Grant,$0.00 ,"117,218","2,038,760",6%,$0 ,,,,,
,12/29/23 16:06,12/28/23,SSRM,Ssr Mining Inc.,Sparks Michael John,"Chief Legal, Admin Officer",G - Gift,$0.00 ,"-6,000","140,713",-4%,$0 ,,,,,
,12/28/23 16:19,12/26/23,ARI,"Apollo Commercial Real Estate Finance, Inc.",Mironova Anastasia G.,"CFO, Treasurer, Secretary",A - Grant,$0.00 ,"12,396","31,718",64%,$0 ,,,,,
,12/28/23 16:16,12/26/23,ARI,"Apollo Commercial Real Estate Finance, Inc.",Rothstein Stuart,"Pres, CEO",A - Grant,$0.00 ,"90,909","581,675",19%,$0 ,,,,,
,12/27/23 17:26,12/27/23,PLD,"Prologis, Inc.",Kennard Lydia H,Dir,G - Gift,$0.00 ,"-8,605","29,050",-23%,$0 ,,,,,
,12/26/23 17:09,12/22/23,WY,Weyerhaeuser Co,Holley Rick R,Dir,G - Gift,$0.00 ,"-2,907","245,637",-1%,$0 ,,,,,
,12/26/23 16:38,12/21/23,VTR,"Ventas, Inc.",Smith Maurice S,Dir,A - Grant,$49.40 ,30,"14,803",0%,"$1,500 ",,,,,
,12/26/23 16:38,12/21/23,VTR,"Ventas, Inc.",Roy Sumit,Dir,A - Grant,$49.40 ,30,"9,605",0%,"$1,500 ",,,,,
,12/26/23 16:37,12/21/23,VTR,"Ventas, Inc.",Martino Roxanne M,Dir,A - Grant,$49.40 ,30,"47,992",0%,"$1,500 ",,,,,
,12/22/23 17:20,12/20/23,FPI,Farmland Partners Inc.,Downey Chris A,Dir,A - Grant,$12.68 ,"1,035","94,409",1%,"$13,124 ",,,,,
,12/22/23 17:17,12/20/23,FPI,Farmland Partners Inc.,Moore Danny D.,Dir,A - Grant,$12.68 ,837,"14,744",6%,"$10,613 ",,,,,
,12/22/23 17:14,12/20/23,FPI,Farmland Partners Inc.,Heneghan Thomas,Dir,A - Grant,$12.68 ,788,"1,343,777",0%,"$9,992 ",,,,,
,12/22/23 17:03,12/20/23,NA,"Starwood Real Estate Income Trust, Inc.",Sternlicht Barry S,Dir,A - Grant,$0.00 ,"482,225","5,994,405",9%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Schuster Todd,Dir,A - Grant,$0.00 ,"14,415","35,019",70%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Hong Julie,Dir,A - Grant,$0.00 ,"14,415","20,518",236%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Gillmore Michael,Dir,A - Grant,$0.00 ,"14,415","60,613",31%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Coleman Matthew,Pres,A - Grant,$0.00 ,"41,186","339,141",14%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Smith Michael Bradley,Dir,A - Grant,$0.00 ,"14,415","60,113",32%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",White Gregory,Dir,A - Grant,$0.00 ,"14,415","60,113",32%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Foley Robert,CFO,A - Grant,$0.00 ,"144,152","410,452",54%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Bouquard Doug,CEO,A - Grant,$0.00 ,"386,572","715,735",117%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Banyasz Avi,Dir,A - Grant,$0.00 ,"14,415","117,818",14%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Fox Brandon C,Chief Accounting Officer,A - Grant,$0.00 ,"20,593","60,412",52%,$0 ,,,,,
,12/22/23 16:10,12/20/23,TRTX,"Tpg Re Finance Trust, Inc.",Silverstein Wendy,Dir,A - Grant,$0.00 ,"14,415","60,113",32%,$0 ,,,,,
,12/22/23 16:05,12/20/23,ADC,Agree Realty Corp,Rakolta John Jr,Dir,G - Gift,$0.00 ,"-12,107","381,500",-3%,$0 ,,,,,
,12/21/23 18:31,12/20/23,WSR,Whitestone Reit,Berry Nandita,Dir,A - Grant,$12.44 ,"4,824","36,129",15%,"$60,011 ",,,,,
,12/21/23 18:30,12/20/23,WSR,Whitestone Reit,Buthman Julia Bruns,Dir,A - Grant,$12.44 ,"3,093","3,093",New,"$38,477 ",,,,,
,12/21/23 18:29,12/20/23,WSR,Whitestone Reit,Feng Amy Shih-Hua,Dir,A - Grant,$12.44 ,"4,824","17,466",38%,"$60,011 ",,,,,
,12/21/23 18:29,12/20/23,WSR,Whitestone Reit,Jones Jeffrey Alan,Dir,A - Grant,$12.44 ,"4,824","27,279",21%,"$60,011 ",,,,,
,12/21/23 18:28,12/20/23,WSR,Whitestone Reit,Taylor David F.,Dir,A - Grant,$12.44 ,"4,824","34,536",16%,"$60,011 ",,,,,
,12/21/23 16:16,12/21/23,COHN,Cohen & Co Inc.,Dawson G Steven,Dir,A - Grant,$0.00 ,"1,100","28,916",4%,$0 ,,,,,
,12/21/23 9:31,12/19/23,CPT,Camden Property Trust,Jessett Alexander J.,"EVP - Finance, CFO",G - Gift,$98.47 ,-250,"124,696",0%,"($24,618)",,,,,
M,12/20/23 19:12,12/18/23,NSA,National Storage Affiliates Trust,Nordhagen Arlen Dale,Vice Chairperson,G - Gift,$0.00 ,"-87,000","3,932,626",-2%,$0 ,,,,,
,12/20/23 16:06,12/18/23,KREF,Kkr Real Estate Finance Trust Inc.,Lee Christen E.J.,Dir,A - Grant,$0.00 ,"25,000","276,357",10%,$0 ,,,,,
,12/20/23 16:06,12/18/23,KREF,Kkr Real Estate Finance Trust Inc.,Salem Matthew A,CEO,A - Grant,$0.00 ,"76,250","434,309",21%,$0 ,,,,,
,12/20/23 16:06,12/18/23,KREF,Kkr Real Estate Finance Trust Inc.,Napolitano Vincent J.,"GC, Secretary",A - Grant,$0.00 ,"12,500","28,018",81%,$0 ,,,,,
,12/20/23 16:06,12/18/23,KREF,Kkr Real Estate Finance Trust Inc.,Mattson W Patrick,"Pres, COO",A - Grant,$0.00 ,"68,500","298,446",30%,$0 ,,,,,
,12/20/23 16:06,12/18/23,KREF,Kkr Real Estate Finance Trust Inc.,Decious Kendra,"CFO, Treasurer",A - Grant,$0.00 ,"24,000","48,293",99%,$0 ,,,,,
,12/20/23 14:31,12/19/23,RHP,"Ryman Hospitality Properties, Inc.",Reed Colin V,Exec. COB,G - Gift,$0.00 ,"-13,150","2,062,605",-1%,$0 ,,,,,
D,12/19/23 20:41,12/18/23,NETC,Nabors Energy Transition Corp.,Restrepo William J,CFO,D - Sale to issuer,$10.99 ,"-1,500",0,-100%,"($16,485)",,,,,
D,12/19/23 19:35,12/15/23,DLB,"Dolby Laboratories, Inc.",Yeaman Kevin J,"Pres, CEO",A - Grant,$0.00 ,"46,718","203,591",30%,$0 ,,,,,
D,12/19/23 19:34,12/15/23,DLB,"Dolby Laboratories, Inc.",Sherman Mark Andrew,"EVP, Gen. Counsel, Secretary",A - Grant,$0.00 ,"16,726","58,325",40%,$0 ,,,,,
D,12/19/23 19:34,12/15/23,DLB,"Dolby Laboratories, Inc.",Couling John D,"SVP, Entertainment",A - Grant,$0.00 ,"17,303","108,519",19%,$0 ,,,,,
D,12/19/23 19:33,12/15/23,DLB,"Dolby Laboratories, Inc.",Pendleton Todd,"SVP, CMO",A - Grant,$0.00 ,"13,842","48,067",40%,$0 ,,,,,
D,12/19/23 19:31,12/15/23,DLB,"Dolby Laboratories, Inc.",Park Robert J,"SVP, CFO",A - Grant,$0.00 ,"14,995","58,138",35%,$0 ,,,,,
D,12/19/23 19:31,12/15/23,DLB,"Dolby Laboratories, Inc.",Revankar Shriram,"SVP, Advanced Technology Group",A - Grant,$0.00 ,"16,149","70,761",30%,$0 ,,,,,
,12/19/23 19:30,12/15/23,DLB,"Dolby Laboratories, Inc.",Nicholson Ryan,"VP, Corporate Controller",A - Grant,$0.00 ,"6,253","24,078",35%,$0 ,,,,,
,12/19/23 16:35,12/15/23,CBL,Cbl & Associates Properties Inc,Kivitz Jeffrey,Dir,A - Grant,$23.97 ,"5,215","10,243",104%,"$125,019 ",,,,,
,12/19/23 16:31,12/15/23,CBL,Cbl & Associates Properties Inc,Torres Michael A,Dir,A - Grant,$23.97 ,"5,215","5,215",New,"$125,019 ",,,,,
,12/19/23 16:28,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Fukuzaki-Carlson Kristina,EVP - Business Operations,A - Grant,$0.00 ,"11,527","38,881",42%,$0 ,,,,,
,12/19/23 16:28,12/15/23,ELME,Elme Communities,Winns Anthony L.,Dir,A - Grant,$0.00 ,"3,450","55,777",7%,$0 ,,,,,
,12/19/23 16:28,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Lee Orraparn C.,EVP - Accounting,A - Grant,$0.00 ,"13,832","43,746",46%,$0 ,,,,,
,12/19/23 16:28,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Cunningham John H,EVP - Regional Market Dir,A - Grant,$0.00 ,"24,974","79,283",46%,$0 ,,,,,
,12/19/23 16:28,12/15/23,CTRE,"Caretrust Reit, Inc.",Callister James,"CIO, Secretary",A - Grant,$0.00 ,"24,189","72,150",50%,$0 ,,,,,
,12/19/23 16:27,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Binda Marc E,"CFO, Treasurer",A - Grant,$0.00 ,"30,737","87,446",54%,$0 ,,,,,
,12/19/23 16:27,12/15/23,CTRE,"Caretrust Reit, Inc.",Wagner William M,"CFO, Treasurer",A - Grant,$0.00 ,"23,742","291,148",9%,$0 ,,,,,
,12/19/23 16:27,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Kass Hunter,"Co-Pres , RMD",A - Grant,$0.00 ,"43,223","121,231",55%,$0 ,,,,,
,12/19/23 16:27,12/15/23,CTRE,"Caretrust Reit, Inc.",Sedgwick David M.,"Pres, CEO",A - Grant,$0.00 ,"57,057","330,568",21%,$0 ,,,,,
,12/19/23 16:27,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Ciruzzi Vincent,Chief Development Officer,A - Grant,$0.00 ,"29,200","86,432",51%,$0 ,,,,,
,12/19/23 16:27,12/15/23,ELME,Elme Communities,Nolan Thomas H Jr,Dir,A - Grant,$0.00 ,"3,450","43,618",9%,$0 ,,,,,
,12/19/23 16:26,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Dean Gary D.,"EVP, Real Estate Legal Affairs",A - Grant,$0.00 ,"15,369","48,927",46%,$0 ,,,,,
,12/19/23 16:26,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Ryan Daniel J,"Co-Pres, RMD",A - Grant,$0.00 ,"45,720","200,767",29%,$0 ,,,,,
,12/19/23 16:26,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Gavinet Andres,Chief Accounting Officer,A - Grant,$0.00 ,"23,053","94,666",32%,$0 ,,,,,
,12/19/23 16:25,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Hakman Joseph,Co-COO,A - Grant,$0.00 ,"21,132","66,014",47%,$0 ,,,,,
,12/19/23 16:25,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Diamond Lawrence J,Co-COO,A - Grant,$0.00 ,"24,205","126,739",24%,$0 ,,,,,
,12/19/23 16:25,12/15/23,ELME,Elme Communities,Goitia Ellen M.,Dir,A - Grant,$0.00 ,"3,450","32,517",12%,$0 ,,,,,
,12/19/23 16:25,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Clem Jackie B.,"GC, Secretary",A - Grant,$0.00 ,"17,290","48,981",55%,$0 ,,,,,
,12/19/23 16:25,12/15/23,ARE,"Alexandria Real Estate Equities, Inc.",Alsbrook Madeleine Thorp,EVP - Talent Management,A - Grant,$0.00 ,"11,527","28,724",67%,$0 ,,,,,
,12/19/23 16:24,12/15/23,CBL,Cbl & Associates Properties Inc,Gifford Robert G,Dir,A - Grant,$23.97 ,"5,215","18,577",39%,"$125,019 ",,,,,
,12/19/23 16:24,12/15/23,ELME,Elme Communities,Carras Susan,Dir,A - Grant,$0.00 ,"1,578","1,578",New,$0 ,,,,,
,12/19/23 16:23,12/15/23,ELME,Elme Communities,Butcher Benjamin S,Dir,A - Grant,$0.00 ,"3,450","66,091",6%,$0 ,,,,,
,12/19/23 16:22,12/15/23,ELME,Elme Communities,Banner Jennifer S,Dir,A - Grant,$0.00 ,"3,450","13,887",33%,$0 ,,,,,
,12/19/23 16:18,12/15/23,CBL,Cbl & Associates Properties Inc,Fields David Michael,Dir,A - Grant,$23.97 ,"5,215","18,577",39%,"$125,019 ",,,,,
,12/19/23 16:15,12/15/23,IDCC,"Interdigital, Inc.",Schmidt Joshua D.,"CLO, Corp Sec",A - Grant,$0.00 ,301,"18,603",2%,$0 ,,,,,
,12/19/23 16:15,12/15/23,IDCC,"Interdigital, Inc.",Schmidt Joshua D.,"CLO, Corp Sec",D - Sale to issuer,$109.30 ,0,"18,603",0%,($44),,,,,
,12/19/23 16:15,12/15/23,IDCC,"Interdigital, Inc.",Hakoranta Eeva K.,Chief Licensing Officer,A - Grant,$0.00 ,603,"25,266",2%,$0 ,,,,,
,12/19/23 16:15,12/15/23,IDCC,"Interdigital, Inc.",Hakoranta Eeva K.,Chief Licensing Officer,D - Sale to issuer,$109.30 ,-1,"25,266",0%,($63),,,,,
D,12/19/23 16:14,12/15/23,IDCC,"Interdigital, Inc.",Chen Lawrence Liren,"Pres, CEO",A - Grant,$0.00 ,"21,454","127,931",20%,$0 ,,,,,
